用户id,订单量,商品种类数,商品数量,用户长度,复购次数
95144,1,1,1,47,
95145,13,6,16,357,7
95146,1,1,1,19,
95147,28,21,33,354,7
95148,1,1,1,20,
95149,13,7,20,353,6
9515,10,6,14,293,4
95150,15,6,31,301,9
95151,4,4,4,79,0
95152,10,7,10,184,3
95153,4,3,12,157,1
95154,1,1,1,67,
95155,2,2,2,19,0
95156,3,3,3,81,0
95157,7,6,7,193,1
95158,8,6,19,330,2
95159,1,1,1,41,
9516,20,7,24,223,13
95160,1,1,1,65,
95161,13,12,14,180,1
95162,2,2,2,119,0
95163,12,9,14,220,3
95164,2,2,5,14,0
95165,8,5,10,214,3
95166,1,1,4,70,
95167,1,1,1,10,
95168,5,4,6,67,1
95169,4,4,15,298,0
9517,2,2,2,183,0
95170,2,2,4,113,0
95171,2,2,2,65,0
95172,4,3,4,303,1
95173,6,6,6,23,0
95174,4,1,4,309,3
95175,3,3,3,62,0
95176,2,2,2,7,0
95177,2,2,5,75,0
95178,16,4,19,344,12
95179,3,3,6,133,0
9518,5,3,6,288,2
95180,12,8,27,176,4
95181,1,1,1,3,
95182,3,2,3,354,1
95183,30,15,41,357,15
95184,6,4,6,40,2
95185,2,2,2,49,0
95186,2,1,8,350,1
95187,8,8,9,329,0
95188,12,9,19,317,3
95189,6,2,9,175,4
9519,6,6,8,194,0
95190,8,6,11,207,2
95191,1,1,1,40,
95192,11,8,22,262,3
95193,4,4,5,73,0
95194,3,2,3,67,1
95195,8,2,8,340,6
95196,11,7,11,286,4
95197,12,7,13,218,5
95198,3,3,3,277,0
95199,6,3,6,320,3
952,7,4,7,68,3
9520,1,1,1,70,
95200,5,3,5,203,2
95201,3,3,3,88,0
95202,9,3,23,216,6
95203,7,4,8,175,3
95204,7,7,7,12,0
95205,5,4,5,280,1
95206,3,3,3,130,0
95207,2,2,2,84,0
95208,1,1,1,72,
95209,2,1,3,30,1
9521,5,2,5,140,3
95210,7,6,17,181,1
95211,2,1,2,92,1
95212,22,21,28,309,1
95213,15,6,17,334,9
95214,3,3,5,21,0
95215,7,3,8,305,4
95216,9,9,9,197,0
95217,2,2,5,122,0
95218,1,1,1,60,
95219,4,4,4,165,0
9522,6,4,6,359,2
95220,2,2,2,36,0
95221,3,3,3,98,0
95222,4,4,5,69,0
95223,3,1,3,229,2
95224,8,4,10,307,4
95225,4,4,4,51,0
95226,3,2,3,31,1
95227,24,12,24,361,12
95228,5,3,6,267,2
95229,18,13,18,337,5
9523,3,2,3,349,1
95230,1,1,1,51,
95231,1,1,1,51,
95232,5,4,5,226,1
95233,4,3,4,156,1
95234,12,9,32,253,3
95235,4,2,4,179,2
95236,7,7,10,268,0
95237,14,9,22,297,5
95238,7,4,8,359,3
95239,1,1,1,47,
9524,2,1,2,104,1
95240,2,1,4,71,1
95241,1,1,1,5,
95242,1,1,1,48,
95243,13,7,16,242,6
95244,5,2,18,176,3
95245,28,11,40,345,17
95246,6,3,6,334,3
95247,13,10,29,293,3
95248,3,2,3,317,1
95249,6,3,10,304,3
9525,4,2,4,356,2
95250,5,3,5,54,2
95251,17,11,19,191,6
95252,23,19,37,350,4
95253,6,6,6,213,0
95254,13,8,63,364,5
95255,17,16,26,296,1
95256,1,1,1,84,
95257,2,2,2,9,0
95258,9,4,10,139,5
95259,4,4,5,317,0
9526,16,11,19,356,5
95260,1,1,1,15,
95261,1,1,1,32,
95262,2,2,5,127,0
95263,5,5,5,309,0
95264,5,2,9,281,3
95265,6,6,8,228,0
95266,6,2,6,173,4
95267,7,2,7,140,5
95268,12,10,14,177,2
95269,1,1,1,49,
9527,7,7,9,318,0
95270,1,1,1,59,
95271,2,1,2,117,1
95272,5,5,8,85,0
95273,35,22,48,338,13
95274,1,1,1,22,
95275,5,3,5,170,2
95276,24,19,31,253,5
95277,2,2,3,87,0
95278,2,2,5,100,0
95279,55,45,65,353,10
9528,5,4,6,171,1
95280,3,3,4,95,0
95281,6,4,12,119,2
95282,10,4,10,357,6
95283,28,16,41,341,12
95284,2,2,3,20,0
95285,1,1,1,39,
95286,3,3,3,18,0
95287,16,11,17,295,5
95288,4,2,11,105,2
95289,18,9,25,336,9
9529,10,2,10,363,8
95290,1,1,1,15,
95291,10,6,10,323,4
95292,6,5,6,59,1
95293,1,1,1,20,
95294,3,3,6,116,0
95295,2,2,2,70,0
95296,8,8,8,184,0
95297,4,2,4,75,2
95298,8,7,8,341,1
95299,1,1,1,44,
953,5,5,5,336,0
9530,1,1,1,60,
95300,34,25,100,322,9
95301,15,7,29,171,8
95302,2,2,5,111,0
95303,6,2,9,180,4
95304,3,3,4,140,0
95305,12,5,13,205,7
95306,1,1,2,31,
95307,1,1,1,7,
95308,2,2,2,72,0
95309,2,2,2,114,0
9531,24,13,30,361,11
95310,8,8,18,333,0
95311,7,5,12,342,2
95312,3,2,5,81,1
95313,14,7,22,331,7
95314,8,6,9,147,2
95315,2,2,2,64,0
95316,15,5,16,240,10
95317,13,4,22,349,9
95318,22,16,88,171,6
95319,2,2,2,146,0
9532,21,10,25,258,11
95320,1,1,1,64,
95321,2,1,2,104,1
95322,38,17,61,353,21
95323,19,16,22,189,3
95324,5,3,5,347,2
95325,2,2,2,47,0
95326,8,6,9,343,2
95327,4,4,5,222,0
95328,1,1,1,50,
95329,44,24,67,352,20
9533,3,3,3,37,0
95330,18,12,20,280,6
95331,10,7,11,339,3
95332,5,3,6,109,2
95333,3,3,4,40,0
95334,1,1,2,42,
95335,7,2,10,347,5
95336,2,2,2,62,0
95337,2,2,2,141,0
95338,10,5,10,284,5
95339,15,7,19,294,8
9534,8,7,8,239,1
95340,21,7,37,355,14
95341,4,3,7,142,1
95342,3,2,3,76,1
95343,19,12,29,273,7
95344,1,1,1,40,
95345,9,8,33,356,1
95346,4,4,4,61,0
95347,41,19,74,358,22
95348,1,1,1,15,
95349,17,6,48,361,11
9535,12,3,14,153,9
95350,3,3,9,61,0
95351,4,2,4,183,2
95352,18,5,22,331,13
95353,4,3,6,21,1
95354,8,6,9,335,2
95355,1,1,1,29,
95356,15,11,17,276,4
95357,1,1,1,12,
95358,3,3,3,12,0
95359,1,1,2,68,
9536,21,13,24,257,8
95360,7,6,14,100,1
95361,1,1,1,29,
95362,2,2,8,25,0
95363,9,5,10,357,4
95364,11,9,15,351,2
95365,8,5,18,349,3
95366,1,1,1,29,
95367,10,6,14,326,4
95368,7,5,8,43,2
95369,4,3,4,84,1
9537,4,3,4,130,1
95370,5,3,5,59,2
95371,3,3,4,102,0
95372,8,5,10,171,3
95373,1,1,1,10,
95374,1,1,2,85,
95375,10,8,18,210,2
95376,1,1,2,4,
95377,1,1,1,15,
95378,14,8,21,319,6
95379,6,5,11,170,1
9538,9,8,10,171,1
95380,4,2,4,316,2
95381,22,10,32,360,12
95382,1,1,1,79,
95383,15,10,23,362,5
95384,12,9,18,211,3
95385,2,2,2,48,0
95386,12,5,28,317,7
95387,2,2,3,56,0
95388,15,14,19,283,1
95389,3,1,5,67,2
9539,2,2,5,199,0
95390,16,10,22,239,6
95391,7,6,9,108,1
95392,3,3,5,134,0
95393,3,3,12,192,0
95394,3,1,3,295,2
95395,2,2,2,224,0
95396,4,3,6,54,1
95397,42,14,48,365,28
95398,1,1,1,46,
95399,1,1,1,77,
954,1,1,1,41,
9540,14,6,17,140,8
95400,7,5,7,340,2
95401,2,2,3,59,0
95402,6,3,6,105,3
95403,18,9,24,262,9
95404,17,12,20,363,5
95405,14,6,16,342,8
95406,4,3,4,72,1
95407,4,3,5,37,1
95408,33,12,43,354,21
95409,9,4,11,327,5
9541,3,2,3,102,1
95410,6,6,6,82,0
95411,9,3,13,165,6
95412,4,4,5,307,0
95413,18,13,30,343,5
95414,16,10,45,197,6
95415,5,4,7,53,1
95416,6,4,25,351,2
95417,1,1,1,10,
95418,1,1,1,28,
95419,1,1,1,22,
9542,1,1,3,75,
95420,1,1,1,37,
95421,10,5,11,361,5
95422,9,6,9,281,3
95423,1,1,1,87,
95424,20,15,45,291,5
95425,1,1,1,62,
95426,1,1,10,6,
95427,7,5,8,181,2
95428,21,16,29,312,5
95429,8,7,10,107,1
9543,1,1,1,10,
95430,2,1,2,70,1
95431,2,2,3,39,0
95432,4,3,6,317,1
95433,4,2,4,46,2
95434,6,5,10,363,1
95435,15,5,20,90,10
95436,5,4,5,86,1
95437,15,11,23,219,4
95438,8,6,11,315,2
95439,7,5,7,51,2
9544,12,10,20,313,2
95440,6,5,9,261,1
95441,56,28,98,359,28
95442,2,1,2,116,1
95443,3,3,11,61,0
95444,3,2,3,79,1
95445,1,1,1,21,
95446,2,1,6,42,1
95447,6,4,6,203,2
95448,8,3,13,213,5
95449,1,1,1,48,
9545,9,3,10,240,6
95450,2,2,2,126,0
95451,7,6,11,300,1
95452,35,20,56,328,15
95453,9,3,10,117,6
95454,7,7,15,61,0
95455,14,6,18,108,8
95456,2,1,2,87,1
95457,11,4,12,315,7
95458,1,1,1,40,
95459,1,1,1,72,
9546,1,1,1,3,
95460,7,6,9,292,1
95461,12,4,16,329,8
95462,2,2,8,6,0
95463,1,1,1,36,
95464,2,2,2,41,0
95465,9,5,17,207,4
95466,10,3,21,364,7
95467,10,4,36,363,6
95468,2,2,2,17,0
95469,2,2,3,27,0
9547,4,3,5,56,1
95470,4,4,7,138,0
95471,2,2,4,50,0
95472,11,6,11,174,5
95473,11,6,11,264,5
95474,12,8,15,131,4
95475,11,8,19,279,3
95476,3,3,3,18,0
95477,8,4,10,97,4
95478,10,9,13,174,1
95479,10,6,30,271,4
9548,5,5,5,155,0
95480,2,2,2,195,0
95481,17,16,23,180,1
95482,4,2,4,75,2
95483,2,2,8,23,0
95484,1,1,1,78,
95485,6,5,14,85,1
95486,2,1,4,140,1
95487,10,8,17,354,2
95488,7,7,7,177,0
95489,4,3,4,178,1
9549,1,1,1,45,
95490,1,1,1,3,
95491,1,1,1,74,
95492,1,1,1,77,
95493,5,5,5,181,0
95494,5,4,6,317,1
95495,10,7,11,171,3
95496,6,4,6,97,2
95497,1,1,1,62,
95498,10,10,13,336,0
95499,1,1,1,45,
955,7,6,8,160,1
9550,4,4,4,205,0
95500,4,4,4,246,0
95501,10,7,30,238,3
95502,6,6,8,222,0
95503,1,1,1,5,
95504,3,2,3,24,1
95505,21,14,31,331,7
95506,10,10,12,180,0
95507,1,1,1,52,
95508,6,2,9,322,4
95509,11,9,14,89,2
9551,17,12,50,362,5
95510,1,1,1,20,
95511,1,1,1,24,
95512,1,1,1,6,
95513,3,1,5,363,2
95514,12,11,15,257,1
95515,26,22,33,335,4
95516,1,1,2,49,
95517,7,7,11,274,0
95518,11,4,12,362,7
95519,2,1,2,171,1
9552,11,8,13,346,3
95520,3,2,3,101,1
95521,1,1,1,86,
95522,12,4,20,354,8
95523,3,3,6,25,0
95524,1,1,2,52,
95525,4,3,4,265,1
95526,7,5,8,361,2
95527,3,3,3,47,0
95528,8,7,9,115,1
95529,1,1,1,12,
9553,1,1,1,21,
95530,45,15,87,318,30
95531,3,2,3,74,1
95532,2,2,4,172,0
95533,5,5,9,148,0
95534,6,5,6,123,1
95535,52,18,67,363,34
95536,19,13,38,353,6
95537,1,1,1,69,
95538,75,35,197,361,40
95539,1,1,1,55,
9554,5,3,10,215,2
95540,10,1,10,352,9
95541,3,3,3,47,0
95542,1,1,1,24,
95543,12,5,16,252,7
95544,2,2,3,1,0
95545,34,31,46,305,3
95546,9,7,9,356,2
95547,1,1,1,27,
95548,14,8,21,340,6
95549,23,17,24,325,6
9555,1,1,1,23,
95550,5,5,5,136,0
95551,8,6,11,235,2
95552,3,3,4,5,0
95553,8,5,10,167,3
95554,2,1,2,128,1
95555,6,6,9,89,0
95556,4,1,4,190,3
95557,2,2,3,54,0
95558,9,5,13,140,4
95559,1,1,1,21,
9556,2,2,2,1,0
95560,5,4,13,259,1
95561,7,7,10,152,0
95562,1,1,1,6,
95563,7,5,7,344,2
95564,1,1,1,86,
95565,2,2,5,55,0
95566,1,1,8,18,
95567,2,2,8,90,0
95568,6,5,8,330,1
95569,1,1,1,6,
9557,10,1,10,223,9
95570,9,2,9,340,7
95571,2,2,3,39,0
95572,12,5,12,127,7
95573,35,22,39,332,13
95574,3,3,4,28,0
95575,1,1,1,69,
95576,4,4,4,194,0
95577,14,6,15,273,8
95578,2,2,2,49,0
95579,3,3,3,247,0
9558,21,12,25,225,9
95580,2,2,2,12,0
95581,1,1,1,50,
95582,1,1,1,9,
95583,4,3,4,302,1
95584,3,3,3,197,0
95585,7,5,11,170,2
95586,6,1,6,331,5
95587,38,13,38,291,25
95588,1,1,1,25,
95589,2,1,3,47,1
9559,1,1,2,42,
95590,1,1,1,25,
95591,1,1,1,56,
95592,3,1,6,50,2
95593,18,12,30,359,6
95594,13,7,13,309,6
95595,3,3,3,176,0
95596,2,2,2,22,0
95597,1,1,1,55,
95598,4,2,7,74,2
95599,1,1,1,16,
956,1,1,1,7,
9560,6,4,6,354,2
95600,4,2,6,58,2
95601,15,9,20,365,6
95602,1,1,2,12,
95603,10,6,11,228,4
95604,8,7,8,348,1
95605,1,1,1,58,
95606,5,5,5,249,0
95607,15,5,21,334,10
95608,3,3,3,65,0
95609,1,1,1,30,
9561,1,1,1,45,
95610,12,6,13,359,6
95611,4,1,4,241,3
95612,1,1,1,9,
95613,1,1,1,83,
95614,4,3,5,250,1
95615,8,6,13,140,2
95616,2,2,2,54,0
95617,4,4,4,142,0
95618,1,1,1,38,
95619,8,5,33,338,3
9562,14,10,14,316,4
95620,1,1,1,66,
95621,5,3,5,343,2
95622,4,4,4,159,0
95623,32,16,51,324,16
95624,5,1,6,184,4
95625,1,1,1,26,
95626,9,5,11,354,4
95627,5,5,5,75,0
95628,8,5,8,69,3
95629,1,1,1,19,
9563,4,2,7,180,2
95630,7,4,8,359,3
95631,1,1,1,13,
95632,25,6,25,353,19
95633,9,5,13,278,4
95634,1,1,1,19,
95635,1,1,1,39,
95636,1,1,1,19,
95637,11,9,16,326,2
95638,6,3,8,167,3
95639,1,1,4,16,
9564,2,2,2,14,0
95640,2,2,2,149,0
95641,40,19,69,337,21
95642,8,5,8,343,3
95643,11,9,14,341,2
95644,12,5,12,345,7
95645,8,3,30,169,5
95646,3,3,3,19,0
95647,1,1,1,5,
95648,7,6,8,182,1
95649,11,7,13,177,4
9565,1,1,5,79,
95650,18,4,84,189,14
95651,1,1,1,26,
95652,10,7,21,185,3
95653,10,6,10,354,4
95654,5,5,5,19,0
95655,13,5,14,349,8
95656,8,5,13,317,3
95657,22,5,50,345,17
95658,1,1,1,43,
95659,5,3,8,352,2
9566,8,6,10,296,2
95660,3,3,7,69,0
95661,1,1,2,89,
95662,2,2,2,66,0
95663,3,3,4,184,0
95664,14,6,34,361,8
95665,17,6,20,203,11
95666,1,1,2,42,
95667,15,7,17,359,8
95668,26,9,28,343,17
95669,15,11,18,362,4
9567,7,3,18,317,4
95670,8,5,8,142,3
95671,14,10,19,224,4
95672,4,4,4,260,0
95673,23,16,35,203,7
95674,1,1,1,82,
95675,7,5,18,230,2
95676,4,2,6,190,2
95677,14,9,15,188,5
95678,3,3,4,49,0
95679,1,1,1,1,
9568,6,6,9,55,0
95680,18,14,32,348,4
95681,7,2,7,330,5
95682,9,7,13,181,2
95683,6,2,9,51,4
95684,24,15,45,348,9
95685,10,9,11,146,1
95686,6,6,6,38,0
95687,9,9,18,329,0
95688,15,8,15,109,7
95689,2,2,2,16,0
9569,4,4,4,344,0
95690,5,4,5,164,1
95691,12,3,27,363,9
95692,29,15,42,359,14
95693,2,1,6,28,1
95694,5,1,7,33,4
95695,40,20,64,360,20
95696,8,3,16,362,5
95697,17,5,22,350,12
95698,2,2,6,194,0
95699,6,2,6,101,4
957,15,6,25,359,9
9570,5,4,5,272,1
95700,9,6,9,204,3
95701,2,2,2,72,0
95702,12,8,36,113,4
95703,8,7,8,352,1
95704,20,7,32,286,13
95705,1,1,1,86,
95706,5,3,6,355,2
95707,1,1,2,77,
95708,11,5,15,161,6
95709,23,16,28,268,7
9571,111,60,124,352,51
95710,2,2,2,56,0
95711,3,3,3,61,0
95712,2,2,4,62,0
95713,1,1,1,43,
95714,20,15,26,339,5
95715,2,2,4,210,0
95716,9,7,10,350,2
95717,3,2,3,167,1
95718,40,11,83,363,29
95719,3,3,3,177,0
9572,8,6,12,340,2
95720,3,3,3,363,0
95721,14,12,22,347,2
95722,2,2,2,63,0
95723,2,1,2,85,1
95724,3,3,3,153,0
95725,12,9,13,353,3
95726,4,4,7,36,0
95727,9,5,11,347,4
95728,1,1,1,55,
95729,11,10,13,342,1
9573,27,13,30,357,14
95730,10,6,20,339,4
95731,3,3,4,154,0
95732,1,1,1,34,
95733,8,8,14,317,0
95734,16,1,23,363,15
95735,1,1,2,86,
95736,15,8,18,365,7
95737,1,1,1,25,
95738,3,3,5,21,0
95739,3,1,3,186,2
9574,1,1,1,85,
95740,7,2,7,329,5
95741,2,2,5,15,0
95742,1,1,1,33,
95743,10,9,13,317,1
95744,5,5,5,52,0
95745,10,8,22,8,2
95746,21,13,27,342,8
95747,4,4,5,176,0
95748,1,1,1,8,
95749,8,4,10,316,4
9575,15,6,22,351,9
95750,28,22,39,336,6
95751,11,6,11,177,5
95752,20,6,20,362,14
95753,14,12,18,194,2
95754,6,6,7,136,0
95755,27,20,30,326,7
95756,2,2,3,28,0
95757,15,8,16,352,7
95758,8,8,19,322,0
95759,3,1,4,117,2
9576,1,1,1,18,
95760,2,1,4,82,1
95761,8,8,8,246,0
95762,19,16,26,355,3
95763,4,3,5,103,1
95764,1,1,1,55,
95765,12,11,18,223,1
95766,8,6,9,170,2
95767,3,3,3,39,0
95768,4,4,14,80,0
95769,2,1,2,320,1
9577,3,3,4,171,0
95770,8,6,8,128,2
95771,2,2,2,341,0
95772,7,4,7,128,3
95773,8,6,21,290,2
95774,14,5,26,335,9
95775,18,11,26,364,7
95776,1,1,1,83,
95777,12,5,15,323,7
95778,3,3,7,229,0
95779,4,3,4,340,1
9578,1,1,1,25,
95780,7,6,12,56,1
95781,3,3,3,86,0
95782,1,1,2,73,
95783,4,4,6,290,0
95784,13,8,14,181,5
95785,2,2,5,74,0
95786,6,5,8,183,1
95787,3,3,6,361,0
95788,1,1,1,36,
95789,1,1,3,55,
9579,6,3,8,334,3
95790,8,8,10,243,0
95791,15,7,35,107,8
95792,17,5,33,302,12
95793,44,27,57,346,17
95794,2,2,2,61,0
95795,7,4,7,147,3
95796,5,5,5,71,0
95797,7,3,15,316,4
95798,16,5,21,355,11
95799,7,7,9,287,0
958,6,2,7,221,4
9580,11,5,16,289,6
95800,3,2,3,174,1
95801,1,1,2,35,
95802,8,7,10,122,1
95803,3,2,5,88,1
95804,9,4,20,132,5
95805,15,9,28,328,6
95806,3,2,12,317,1
95807,7,2,7,307,5
95808,4,4,7,209,0
95809,3,1,6,233,2
9581,15,14,22,185,1
95810,3,3,3,22,0
95811,29,10,40,314,19
95812,2,2,5,55,0
95813,4,3,4,226,1
95814,5,4,5,229,1
95815,7,7,7,145,0
95816,12,6,42,274,6
95817,41,16,58,349,25
95818,29,13,47,357,16
95819,3,2,4,65,1
9582,4,1,4,171,3
95820,13,4,26,354,9
95821,9,7,30,361,2
95822,1,1,1,4,
95823,7,4,7,318,3
95824,41,32,77,353,9
95825,8,3,8,287,5
95826,7,5,7,104,2
95827,1,1,5,9,
95828,10,6,11,284,4
95829,1,1,2,26,
9583,1,1,1,37,
95830,1,1,2,39,
95831,1,1,2,54,
95832,40,20,53,360,20
95833,3,2,3,58,1
95834,2,2,2,82,0
95835,1,1,1,80,
95836,8,6,8,359,2
95837,1,1,1,61,
95838,3,3,3,100,0
95839,9,6,17,171,3
9584,4,2,4,165,2
95840,10,6,12,184,4
95841,6,4,6,293,2
95842,20,9,93,362,11
95843,1,1,1,30,
95844,1,1,3,74,
95845,1,1,1,87,
95846,5,5,5,242,0
95847,12,10,12,272,2
95848,27,13,43,161,14
95849,5,4,5,352,1
9585,2,2,2,42,0
95850,18,13,26,341,5
95851,7,6,9,176,1
95852,7,4,10,206,3
95853,6,4,6,176,2
95854,1,1,1,69,
95855,1,1,1,6,
95856,1,1,1,27,
95857,6,4,7,145,2
95858,8,4,11,343,4
95859,9,7,10,128,2
9586,41,20,69,364,21
95860,2,2,2,77,0
95861,2,2,7,29,0
95862,10,6,10,21,4
95863,3,3,4,159,0
95864,11,7,11,308,4
95865,19,13,23,285,6
95866,2,2,2,10,0
95867,9,5,12,250,4
95868,1,1,1,15,
95869,7,7,8,350,0
9587,15,7,24,359,8
95870,4,3,4,44,1
95871,21,12,25,360,9
95872,5,3,5,61,2
95873,32,17,50,363,15
95874,4,4,4,296,0
95875,8,4,8,330,4
95876,4,4,6,155,0
95877,2,2,2,23,0
95878,2,2,2,244,0
95879,1,1,1,52,
9588,3,2,3,202,1
95880,1,1,1,47,
95881,2,2,6,11,0
95882,2,2,2,20,0
95883,6,2,6,232,4
95884,24,15,35,304,9
95885,1,1,2,41,
95886,4,2,4,101,2
95887,6,4,7,53,2
95888,1,1,2,40,
95889,1,1,1,10,
9589,8,4,9,334,4
95890,11,5,14,325,6
95891,1,1,1,27,
95892,2,2,4,25,0
95893,4,3,12,154,1
95894,1,1,1,46,
95895,2,2,3,54,0
95896,1,1,1,40,
95897,33,22,51,342,11
95898,3,3,4,119,0
95899,6,6,6,149,0
959,2,2,2,86,0
9590,4,4,4,62,0
95900,2,2,4,14,0
95901,9,8,10,255,1
95902,3,3,6,66,0
95903,1,1,1,7,
95904,5,4,7,76,1
95905,2,2,3,32,0
95906,1,1,2,81,
95907,3,2,3,16,1
95908,27,20,33,350,7
95909,1,1,1,87,
9591,1,1,1,49,
95910,4,4,4,171,0
95911,6,4,12,176,2
95912,14,12,25,240,2
95913,4,4,4,171,0
95914,2,1,2,74,1
95915,1,1,1,85,
95916,19,11,23,333,8
95917,1,1,4,63,
95918,13,2,25,325,11
95919,14,7,21,350,7
9592,1,1,4,61,
95920,11,10,14,45,1
95921,1,1,1,30,
95922,1,1,3,22,
95923,2,2,2,114,0
95924,2,2,2,62,0
95925,3,3,5,109,0
95926,8,3,12,227,5
95927,1,1,1,7,
95928,5,4,5,335,1
95929,3,3,3,210,0
9593,1,1,1,3,
95930,7,7,8,338,0
95931,1,1,1,11,
95932,3,1,3,201,2
95933,2,2,4,54,0
95934,13,11,15,322,2
95935,1,1,2,65,
95936,1,1,1,5,
95937,3,3,4,113,0
95938,11,2,13,343,9
95939,9,3,9,345,6
9594,12,8,15,165,4
95940,9,8,9,331,1
95941,1,1,1,50,
95942,11,8,15,114,3
95943,2,2,2,27,0
95944,5,4,5,50,1
95945,9,6,9,262,3
95946,4,4,4,181,0
95947,1,1,1,39,
95948,14,4,19,345,10
95949,1,1,1,22,
9595,14,12,21,297,2
95950,2,2,3,63,0
95951,10,8,10,168,2
95952,1,1,1,82,
95953,25,4,25,234,21
95954,1,1,1,87,
95955,6,6,11,61,0
95956,1,1,1,60,
95957,6,3,19,245,3
95958,15,7,16,354,8
95959,6,5,13,116,1
9596,12,9,39,269,3
95960,12,6,14,331,6
95961,8,3,14,171,5
95962,42,22,74,321,20
95963,7,6,8,142,1
95964,15,13,20,194,2
95965,1,1,2,46,
95966,10,8,12,197,2
95967,1,1,2,53,
95968,65,39,86,359,26
95969,9,2,9,330,7
9597,1,1,1,58,
95970,15,8,21,278,7
95971,14,9,26,362,5
95972,4,4,5,110,0
95973,8,6,8,213,2
95974,8,5,8,175,3
95975,3,3,6,222,0
95976,10,4,10,283,6
95977,1,1,1,1,
95978,10,7,18,192,3
95979,5,4,7,204,1
9598,14,6,31,326,8
95980,3,2,5,74,1
95981,4,4,8,181,0
95982,2,2,5,2,0
95983,3,3,4,20,0
95984,7,2,7,261,5
95985,24,14,25,365,10
95986,1,1,1,36,
95987,1,1,1,22,
95988,3,2,3,70,1
95989,1,1,4,52,
9599,21,13,35,332,8
95990,8,2,9,75,6
95991,2,1,10,87,1
95992,2,1,2,137,1
95993,15,6,23,363,9
95994,5,4,5,78,1
95995,23,14,25,322,9
95996,11,5,43,326,6
95997,4,1,7,59,3
95998,21,7,38,345,14
95999,1,1,1,56,
96,6,4,14,216,2
960,3,3,3,12,0
9600,3,3,3,364,0
96000,1,1,1,3,
96001,7,5,7,119,2
96002,1,1,1,20,
96003,2,1,7,46,1
96004,12,8,23,364,4
96005,1,1,1,4,
96006,5,5,5,3,0
96007,30,9,40,337,21
96008,4,2,4,260,2
96009,22,14,22,335,8
9601,3,3,3,11,0
96010,8,7,11,118,1
96011,4,2,4,206,2
96012,2,1,2,118,1
96013,9,8,10,361,1
96014,11,7,12,342,4
96015,8,5,15,181,3
96016,2,2,2,213,0
96017,9,5,26,213,4
96018,1,1,1,2,
96019,1,1,1,24,
9602,7,5,14,329,2
96020,5,4,13,106,1
96021,4,4,4,70,0
96022,1,1,1,44,
96023,25,17,39,334,8
96024,2,2,2,40,0
96025,11,3,17,211,8
96026,3,3,3,107,0
96027,3,3,6,175,0
96028,40,22,114,363,18
96029,1,1,1,15,
9603,22,21,22,317,1
96030,9,7,14,117,2
96031,1,1,1,84,
96032,1,1,1,70,
96033,4,2,5,100,2
96034,9,2,9,338,7
96035,8,6,10,74,2
96036,1,1,4,63,
96037,2,2,3,75,0
96038,2,2,2,17,0
96039,8,5,15,106,3
9604,3,3,3,68,0
96040,36,12,65,353,24
96041,11,11,11,304,0
96042,3,3,3,286,0
96043,6,4,6,338,2
96044,22,5,43,361,17
96045,13,5,17,353,8
96046,7,4,7,116,3
96047,7,5,8,342,2
96048,3,3,4,112,0
96049,11,7,11,335,4
9605,13,8,13,206,5
96050,11,6,14,317,5
96051,28,10,37,364,18
96052,4,3,5,131,1
96053,18,9,40,348,9
96054,6,3,6,242,3
96055,2,1,3,114,1
96056,18,10,23,325,8
96057,38,17,45,325,21
96058,23,11,37,363,12
96059,4,2,4,288,2
9606,1,1,1,29,
96060,15,11,23,355,4
96061,2,2,2,27,0
96062,14,6,17,358,8
96063,11,3,11,130,8
96064,2,2,2,82,0
96065,5,5,5,151,0
96066,2,1,5,25,1
96067,2,2,2,29,0
96068,6,6,8,155,0
96069,6,1,6,137,5
9607,1,1,1,41,
96070,20,15,35,306,5
96071,13,8,15,261,5
96072,10,6,11,337,4
96073,2,2,2,7,0
96074,56,35,108,327,21
96075,7,3,21,359,4
96076,16,7,25,361,9
96077,12,5,19,279,7
96078,1,1,1,16,
96079,28,10,33,358,18
9608,3,2,14,241,1
96080,11,9,16,363,2
96081,12,4,16,349,8
96082,9,7,9,364,2
96083,13,10,21,357,3
96084,6,5,10,244,1
96085,1,1,1,19,
96086,2,2,2,77,0
96087,17,7,34,285,10
96088,7,4,10,135,3
96089,3,3,4,364,0
9609,5,1,5,64,4
96090,20,15,27,317,5
96091,31,10,39,364,21
96092,4,4,10,227,0
96093,4,3,4,179,1
96094,4,3,4,115,1
96095,9,5,12,340,4
96096,5,5,5,28,0
96097,13,3,19,238,10
96098,1,1,1,42,
96099,3,2,3,34,1
961,6,5,10,196,1
9610,4,4,6,254,0
96100,1,1,1,25,
96101,11,7,11,204,4
96102,14,7,17,176,7
96103,1,1,5,8,
96104,13,9,16,363,4
96105,9,7,10,151,2
96106,2,2,3,81,0
96107,2,2,2,32,0
96108,2,2,2,86,0
96109,1,1,1,40,
9611,4,3,4,56,1
96110,1,1,1,7,
96111,5,2,8,187,3
96112,1,1,1,8,
96113,2,2,2,68,0
96114,1,1,1,7,
96115,12,8,13,363,4
96116,2,2,2,140,0
96117,2,2,2,84,0
96118,5,4,100,335,1
96119,2,2,2,73,0
9612,8,4,9,79,4
96120,1,1,1,40,
96121,30,23,38,318,7
96122,2,2,3,154,0
96123,2,2,2,39,0
96124,3,3,3,64,0
96125,22,9,23,121,13
96126,5,5,5,46,0
