用户id,差评,好评,中评
75183,,9,
75188,,1,
75189,,1,
75190,,27,
75193,,3,
75198,,8,
75200,,10,
75202,,25,
75205,,1,
75206,,10,
75207,,8,1
75212,,1,
75213,,9,
75214,,1,
75216,,6,
75218,,3,
75220,,9,
75222,,1,
75228,,2,
75231,,3,
75233,,1,
75235,,1,
75237,,4,
75238,,1,
75239,,4,
75242,,2,
75244,,1,
75246,,9,
75247,,4,
75252,,2,
75254,,14,
75255,,14,
75257,,1,
75262,,7,1
75266,,2,
75269,,1,
75270,,2,
75273,1,,1
75280,,5,
75281,,4,
75283,2,9,
75285,,27,
75287,,15,
75288,,11,
75290,,8,
75291,,1,
75292,,1,
75293,2,9,
75299,,1,
75304,,8,
75309,,9,1
75314,,4,
75316,,2,
75317,,21,
75319,,10,
75320,,2,
75323,,1,
75326,,5,
75330,,1,
75334,,2,
75341,,4,
75342,,1,
75344,,1,
75345,,1,
75346,1,15,
75347,,2,
75351,,3,
75353,,4,
75355,,1,
75359,,19,
75360,,8,
75361,,8,
75362,,5,
75363,,1,
75364,,3,
75365,,9,
75366,,4,
75368,,21,
75370,,3,
75373,,5,
75374,,4,
75375,,1,
75378,,5,
75381,,1,
75384,,1,
75385,,2,
75388,,4,
75389,,1,
75392,1,6,
75394,,3,
75395,,2,
75396,,5,
75403,,28,
75405,,14,
75407,,1,
75412,,3,
75413,,17,
75414,,9,1
75419,,1,
75420,,6,
75421,,1,
75423,,1,
75424,,,1
75427,1,10,
75428,,2,
75430,,3,
75431,,1,
75432,,34,
75433,,1,
75434,,3,
75435,,1,
75436,,5,
75438,,1,
75439,1,3,
75441,,1,
75443,,1,
75444,,7,
75447,,3,
75451,,4,
75452,,2,
75454,,1,
75456,,1,
75461,,15,2
75463,,5,
75467,,3,
75468,,11,
75469,,,1
75471,,1,
75473,,1,1
75475,,2,
75477,,8,
75481,,1,
75483,,27,
75484,,3,
75485,,1,
75487,,1,
75489,,4,
75491,,17,
75492,,1,
75494,,1,
75498,,1,
75501,,3,
75503,,2,
75507,,26,
75508,,5,
75511,,10,
75516,,2,
75518,,2,
75522,,3,
75531,,4,
75533,,1,
75534,,9,
75535,,20,
75538,,15,
75539,,1,
75540,,1,
75541,,10,
75544,,1,
75550,,4,
75555,,1,
75558,1,,
75561,,5,
75563,,6,
75565,,2,
75566,,21,
75568,,1,
75570,1,1,
75572,,22,
75575,,15,
75579,,2,
75580,,1,
75581,,11,
75585,,14,
75589,,3,
75590,,2,
75593,,2,
75594,1,,
75597,,2,
75600,,13,
75602,,10,
75604,,1,
75609,,2,
75612,,1,
75614,,5,4
75616,,12,
75618,,1,
75622,,1,
75623,,10,
75624,,6,
75625,,1,
75626,,33,
75627,,25,
75632,,6,
75634,,6,
75636,,16,
75637,,1,
75638,,6,
75639,,3,
75647,,1,
75648,1,21,
75649,,34,
75650,,12,
75654,,2,
75655,1,,
75656,,1,
75657,,17,
75658,,1,
75660,,4,
75661,,2,
75663,,2,
75668,,3,1
75670,,2,
75671,,1,
75673,,2,
75674,,9,
75675,,5,
75677,,6,
75679,,1,
75683,,5,2
75684,,2,
75685,,1,
75688,,6,
75689,,2,
75691,,18,
75692,3,,
75695,,18,
75697,,7,
75701,,1,
75702,,8,
75703,,8,
75704,,3,1
75708,,7,
75712,,7,
75724,,1,
75725,,13,
75727,,4,1
75728,,12,
75729,,10,
75730,,3,1
75731,,3,
75732,,2,
75733,,4,
75738,,1,
75742,,1,
75744,,5,
75748,,3,
75749,,3,
75762,,2,
75763,,3,
75765,,3,
75770,,11,
75772,,2,
75775,,8,
75777,,11,
75782,,1,
75785,,4,
75789,,1,
75790,,4,
75792,,3,
75795,,1,
75798,,1,
75799,,2,
75804,,2,
75805,,3,
75811,,4,
75812,,9,
75817,,7,
75821,,22,
75824,,2,
75829,,1,
75830,,6,
75836,,1,
75839,,5,
75840,,5,
75846,,12,
75848,,1,
75850,,4,
75852,,6,
75855,,10,
75856,,2,
75858,,2,
75859,,33,
75862,,3,
75864,,12,
75865,,1,
75871,,4,
75872,,1,
75875,,1,
75878,,2,
75880,,4,
75882,1,2,
75888,,3,
75889,,1,
75891,,11,
75897,,3,
75906,,2,
75907,,4,
75908,,3,
75909,,1,
75910,,6,
75912,,4,
75919,,1,
75920,,1,
75925,,5,1
75926,,10,
75927,,3,
75928,,2,
75929,,3,
75930,2,,
75933,,1,
75940,,4,
75941,,2,
75942,,2,
75943,,5,
75945,,19,
75947,,2,
75950,,15,
75951,,1,
75954,,3,
75956,,11,
75957,,2,
75958,1,3,
75962,,3,
75967,,5,1
75968,,3,
75971,,2,
75972,,6,
75973,,2,
75974,,5,
75980,,1,
75981,,19,
75982,,1,
75992,,13,1
75995,,3,
75996,,10,
75998,,31,
75999,1,11,
76001,,1,
76006,,15,
76007,,1,
76008,,7,
76014,1,1,
76016,,21,
76018,,7,
76019,,20,
76024,,13,
76027,,12,
76028,,1,
76032,,2,
76034,,1,
76042,,3,
76043,,1,
76046,,4,
76048,,1,
76049,,16,
76050,,5,1
76053,,1,
76056,,2,
76057,,5,
76058,4,16,
76062,,14,
76064,,11,
76069,,1,
76070,1,9,
76071,,6,
76074,,4,
76075,,4,
76076,,14,
76077,,16,1
76078,,23,
76080,,2,
76083,,1,
76089,,4,
76090,,17,
76093,2,,
76098,,1,
76099,,2,
76103,,1,
76104,,1,
76105,,13,
76106,,5,
76107,,2,
76111,,2,
76114,,,1
76115,,3,
76119,,6,
76123,,2,
76126,,39,
76133,,1,
76136,,2,
76139,,1,
76140,,4,
76141,,2,
76142,,3,
76147,1,6,
76150,1,,
76153,,1,
76154,,1,
76155,,2,
76156,,2,
76158,,1,
76161,,3,
76166,,1,
76167,1,,
76171,,1,
76172,,19,
76174,,4,
76180,,9,
76181,,,1
76183,,4,
76184,,1,
76186,,1,
76189,,2,
76191,,1,
76192,,1,
76193,,1,
76194,,7,
76195,,4,1
76196,,1,
76197,,28,
76198,,12,
76200,,6,
76201,,5,
76202,,6,
76204,,2,
76207,,3,
76209,,5,
76212,,9,
76221,,2,
76224,,,1
76225,,8,
76226,,15,
76227,,8,1
76228,,2,
76230,,3,
76231,,19,
76232,,37,
76236,,1,
76237,,3,
76239,,6,
76241,,1,
76244,,1,
76246,,6,
76247,,4,
76248,,2,
76249,,5,
76252,,2,
76253,,10,
76255,,11,
76256,,2,
76258,,2,
76261,,3,
76264,,8,
76265,,1,
76267,,3,
76269,,21,
76280,,6,
76283,,3,
76284,,1,
76285,,2,
76290,,11,
76291,1,1,
76292,2,8,
76293,,1,
76297,,1,
76300,,2,
76301,,1,
76302,,1,
76303,,2,
76305,,2,
76306,,11,
76308,,8,
76309,,2,
76310,,1,
76312,,8,
76314,,12,
76315,,4,
76317,,2,
76320,,1,
76322,,1,
76323,,2,
76324,,3,
76325,2,1,4
76327,,1,
76328,,2,
76329,,10,
76332,,2,
76336,,4,
76337,,1,1
76345,,22,
76347,,12,
76348,,5,
76350,,7,
76351,,1,
76352,,1,
76354,,1,
76355,,7,
76356,,8,
76359,,4,
76360,,1,2
76362,,11,
76365,1,10,12
76366,,5,
76367,,3,
76368,,2,
76369,,7,
76371,,12,
76374,,1,
76377,,10,
76385,,1,
76390,,1,
76391,,,1
76393,,2,
76394,,2,
76395,,12,
76398,,3,
76401,,2,
76408,,1,
76411,,6,
76413,,1,
76414,,2,
76415,,3,4
76417,,2,
76418,,35,
76420,,5,
76424,,46,
76429,,9,
76430,,1,
76435,,1,
76438,,1,
76439,,2,
76442,,17,1
76444,,3,
76450,,2,
76451,,18,
76452,,1,
76453,,11,
76454,,10,
76456,,1,
76457,,2,
76458,,2,
76460,,5,
76464,,2,
76465,,1,
76468,,,1
76469,,1,
76477,,7,
76478,,1,
76479,,,3
76481,,3,
76485,,4,
76486,,2,
76488,,1,
76490,,2,
76491,1,,1
76494,,3,
76497,,1,
76498,,1,
76499,,13,
76501,1,2,
76503,,2,
76504,,2,
76505,,2,
76509,,1,
76510,,1,
76511,,16,
76512,,1,
76513,,3,
76515,,3,
76516,,2,
76517,1,3,
76522,,2,
76524,,1,
76525,,3,
76529,,3,
76530,,7,
76533,,2,
76534,,1,1
76536,,1,
76538,,4,
76542,,3,
76543,,1,
76547,,3,
76549,,13,
76550,,18,
76552,,2,
76554,,11,
76558,,2,
76559,,7,
76561,,1,
76563,,11,
76565,,1,
76569,,1,
76570,,1,
76574,,3,
76575,1,13,
76576,,2,
76577,,1,
76579,,21,
76580,,3,2
76581,,2,
76584,,1,
76586,,4,
76587,,1,
76588,,7,
76595,,1,
76596,,,1
76598,,2,
76599,,3,
76602,1,,
76603,,7,
76604,,1,
76606,,8,
76607,1,19,
76613,1,15,
76614,,4,
76618,,1,
76619,,3,
76620,,5,
76621,,5,
76626,,2,
76630,,1,
76631,,5,
76635,,2,
76636,,7,
76640,,5,
76642,,2,
76643,,3,
76646,,1,
76647,,1,
76649,,1,
76651,,16,1
76652,,1,
76655,,1,
76656,,1,
76657,,22,
76658,,2,
76660,,2,
76663,,1,
76666,,2,
76667,,5,
76668,,1,
76674,,2,
76679,,3,
76680,,1,
76681,,,1
76687,,3,
76688,,9,
76692,,7,
76694,,1,
76697,,9,
76699,,1,
76701,,8,
76703,,2,
76707,1,5,
76709,,1,
76714,,7,
76715,,1,
76723,,6,
76724,,9,
76725,,3,
76726,,5,
76728,,2,
76730,1,18,
76731,1,,
76735,1,3,
76736,,13,
76740,,2,
76745,1,,
76748,1,,
76751,,6,
76753,,3,
76755,,12,
76757,,19,
76758,,3,
76759,,1,
76760,,1,
76764,,2,
76767,,1,
76768,,4,
76770,,2,
76773,,13,
76778,,4,
76783,,4,
76784,,1,
76785,,2,
76788,,1,
76789,,3,
76792,,1,1
76794,,3,
76801,,9,
76803,,1,
76804,,1,
76806,,2,
76807,,,1
76810,,11,
76811,,4,
76812,,17,
76813,,1,
76816,,7,
76817,,3,
76819,,3,
76820,,5,
76822,,1,
76823,,4,
76825,,2,
76831,,1,
76832,,1,
76837,,5,
76840,,8,
76842,,8,
76843,,2,
76845,,4,
76847,1,4,3
76848,,2,
76849,,2,
76851,,1,
76854,,2,
76857,,4,
76859,,16,
76862,,3,
76864,,3,
76869,,12,
76870,,25,
76871,,2,
76874,,16,
76875,,3,
76879,,1,
76881,,4,
76882,,10,
76883,,3,
76886,,11,
76889,,3,
76890,,2,
76892,,8,
76894,,2,
76895,,3,1
76899,,4,
76900,,5,
76902,1,12,
76904,,28,
76908,,7,
76909,,4,
76911,,4,
76912,,5,
76913,,6,
76914,,2,
76915,,5,
76919,,12,
76922,1,8,
76928,,1,
76929,,3,
76931,,2,
76932,,16,
76933,,3,
76935,,1,
76938,,3,
76941,,13,1
76943,,1,2
76946,1,,
76947,,1,
76953,,1,
76955,,5,
76963,,8,
76966,,6,
76968,1,3,
76969,,6,
76971,,2,
76973,,1,
76974,,6,
76976,,5,
76977,,1,
76978,,3,
76979,,1,
76981,,2,
76983,,1,
76985,,4,
76988,,9,
76989,,5,
76991,1,4,
76992,,1,
76995,,2,
76997,,3,
76999,,1,
77003,,3,
77004,,5,
77006,,2,
77008,,1,
77009,,4,
77010,,42,
77012,,5,
77014,,2,
77018,,11,
77019,,2,
77021,,12,
77023,,10,1
77024,,20,
77026,,5,
77027,,9,
77031,,13,
77032,,8,
77035,,1,
77036,,1,
77043,,1,
77044,,27,
77051,,2,
77056,,8,
77057,,3,
77058,,4,
77059,,1,
77061,,15,
77063,,7,
77066,,4,
77071,,5,
77075,,16,
77076,,5,
77080,,12,
77083,1,,
77085,,3,
77089,,4,
77091,,4,
77093,,4,
77095,,2,
77096,,19,
77097,,4,
77099,,1,
77100,,2,
77101,,2,
77102,,2,
77105,,3,
77108,,2,
77110,,25,
77112,,5,
77114,,18,
77115,,10,
77116,,15,
77119,,1,
77120,,5,
77122,,11,
77125,,5,
77126,,8,
77128,,2,
77129,,5,
77131,1,,
77135,,21,
77136,,3,
77138,,3,
77140,,6,
77147,,1,
77149,,21,
77151,,3,
77154,,8,
77161,,1,
77162,,1,
77163,,3,
77165,,3,
77166,,,1
77168,,4,1
77173,,3,
77176,,4,
77180,,4,
77181,,1,
77185,,8,
77190,,7,
77191,,7,
77192,1,,
77193,,4,
77197,,1,
77199,,14,
77200,,2,
77202,,3,
77209,,1,
77212,,3,
77213,,2,
77214,,3,
77217,,13,
77218,,1,
77219,,8,
77220,,3,
77222,,1,
77223,,7,
77224,,1,
77225,,4,
77230,,1,
77233,,1,
77237,,2,
77238,,16,
77240,,3,
77241,,3,
77246,,3,
77248,,1,
77249,1,9,
77252,,2,
77253,2,15,
77255,,2,1
77260,,1,
77261,,1,
77268,,6,
77269,,6,
77270,,17,
77271,,6,
77272,,2,
77274,,1,
77277,,4,
77278,,25,
77280,,1,
77281,,3,
77282,,11,
77283,,1,
77284,,1,
77285,,6,
77287,,22,
77288,,1,
77293,,1,
77295,1,14,
77297,,3,
77299,,2,
77300,,13,
77305,,1,
77309,,2,
77312,,1,
77315,,15,
77318,,15,
77319,,1,
77320,1,,
77321,,14,
77323,,1,
77324,,8,
77325,,8,
77326,,5,
77329,,9,
77330,,2,
77331,,1,
77334,,5,
77336,,12,
77337,,3,
77338,,4,
77342,,13,
77344,,27,
77346,,1,
77347,,5,
77351,,1,
77353,,2,
77354,,1,
77355,,4,
77356,,1,
77359,1,,
77361,,6,
77362,,2,
77363,,7,
77367,,1,
77368,,3,
77370,,3,
77371,,4,1
77372,,1,
77376,,1,
77379,,32,
77380,,5,
77382,,3,
77384,,1,
77393,,2,
77394,,2,
77399,,7,
77401,,2,
77406,,1,
77407,,5,
77408,,3,
77409,,5,
77413,,1,
77415,,2,
77416,,7,
77420,,2,
77421,1,9,
77423,,1,
77425,,5,
77426,,4,
77427,,9,
77428,,3,
77432,,1,
77435,,6,1
77436,,15,
77439,,5,
77445,,4,
77449,,3,
77456,,17,
77458,,3,
77460,,5,
77466,,2,
77470,,6,
77471,,8,
77475,,3,
77476,,6,
77477,,2,
77479,,2,
77484,,1,
77486,,4,
77487,,10,
77491,,2,
77495,,1,
77496,,1,
77501,,7,
77502,,3,
77507,,15,
77511,,1,
77512,,7,
77515,,6,
77516,,2,
77519,,4,
77520,,2,
77524,,1,
77527,,7,
77528,,4,
77529,,1,
77531,,3,
77533,,5,
77535,,1,
77537,,1,
77539,,1,
77541,,1,
77542,,2,
77543,,1,
77545,,3,
77548,,16,
77550,,9,
77554,,1,
77558,,15,2
77559,,1,
77560,,1,
77567,,1,
77568,,1,
77571,,4,
77572,,10,
77575,,2,
77576,,7,
77577,,1,
77584,,1,
77586,,8,
77591,,4,
77593,,4,
77595,,5,
77598,,1,
77599,,6,
77600,,28,
77603,,3,
77604,,1,
77606,,6,
77607,,3,
77608,,5,
77609,,8,1
77611,,1,
77612,,1,
77613,,3,
77617,,4,
77618,,32,
77619,,1,
77623,1,,
77624,1,17,
77625,1,25,
77629,1,7,1
77630,,3,
77634,,7,
77635,,3,
77636,1,5,
77639,,8,
77646,,1,
77647,,1,
77648,,16,
77649,,5,
77652,,11,
77654,,2,
77659,,2,
77660,,18,
77661,,1,
77662,,1,
77665,,4,
77666,1,14,
77668,,9,
77671,,2,
77672,,37,
77674,,1,
77678,,1,
77681,,2,
77682,,18,
77683,,1,
77688,,8,1
77689,,8,
77690,,27,
77693,,1,1
77694,,55,
77695,,,1
77700,,8,
77702,,3,
77704,,5,
77706,,4,
77708,,1,
77709,,5,
77710,,8,
77713,,2,
77715,,3,
77717,,2,
77718,,2,
77720,,2,1
77724,,7,
77725,,1,
77726,,20,1
77727,,6,
77730,,1,
77734,,7,
77740,,2,
77743,,8,
77744,,4,1
77746,,2,
77749,,9,
77750,,9,
77760,,1,
77761,,1,1
77762,,2,
77765,,2,
77766,,7,
77768,,2,
77769,,5,
77770,,3,
77774,,2,
77778,1,1,
77782,,9,
77785,,5,
77787,1,,
77789,,4,
77790,,2,
77792,,1,
77795,,,7
77796,,1,
77797,,2,
77798,,5,
77805,,7,
77808,,1,
77815,,1,
77816,,1,
77821,,14,
77822,,3,
77823,,2,
77824,,4,
77827,,12,
77828,,1,2
77833,,1,
77835,,11,
77836,,2,
77837,,31,
77838,,4,1
77844,,2,
77846,,1,
77847,,1,
77849,,5,
77850,1,4,
77851,,8,
77855,,11,
77860,,1,
77861,,8,
77868,,4,
77872,,4,
77873,,13,
77874,,1,
77877,,2,
77878,,8,
77883,,24,
77887,,1,
77890,,14,
77892,,10,
77895,,46,
77901,,4,
77905,,1,
77906,,2,
77907,,5,1
77909,,2,
77916,,4,
77917,,11,1
77918,,5,
77919,,1,
77921,,5,1
77922,,14,
77923,,12,
77924,,1,
77925,,1,1
77927,,3,
77928,,47,
77930,,2,
77931,,2,
77932,,1,
77933,,1,
77934,,2,
77936,,4,
77939,,9,
77944,,2,
77948,,1,
77951,,2,
77954,,11,
77955,,4,
77958,,2,
77961,,12,
77966,5,9,1
77967,,7,
77968,,1,
77975,,4,
77977,,5,
77981,1,2,
77983,,2,
77984,,13,
77985,,5,
77986,,3,
77990,,10,
77991,,3,
77993,,7,
77995,,1,
77999,,1,
78003,,10,
78007,,8,
78011,,8,
78013,,7,1
78017,,1,
78018,,4,
78020,,2,
78023,,2,
78024,,1,
78025,,1,
78026,,12,
78028,,4,
78031,,6,
78036,1,,
78037,,1,
78038,,3,
78039,,2,
78041,,4,
78042,,1,
78047,,5,
78048,,1,
78049,,1,
78055,,1,
78057,,1,
78058,,4,
78059,,10,
78060,,1,
78066,,1,
78068,,1,
78072,,1,
78075,,1,
78076,,3,
78077,,31,
78079,,2,
78080,,8,
78081,,3,
78084,,1,
78085,,15,
78089,2,2,
78091,,2,
78096,,3,
78100,,6,
78101,,5,
78102,,1,
78103,,1,
78105,,5,
78109,,1,
78112,,2,
78113,,2,
78114,,6,
78116,,1,
78118,,1,
78120,,2,
78126,,6,
78127,,10,
78128,,32,
78131,,1,
78132,,6,
78135,,2,
78136,,3,
78139,,2,
78140,,16,
78143,,2,
78145,,2,
78146,1,,
78147,,2,
78148,,1,
78151,,8,
78155,,15,
78157,,3,
78158,,9,
78159,,1,
78160,,4,
78164,,2,
78165,,2,
78169,,3,
78170,,2,
78173,,1,
78174,,1,3
78178,,6,
78181,,1,
78183,,3,
78184,,1,
78187,,8,
78188,,4,
78191,,4,
78192,,2,
78193,,3,
78195,,2,2
78196,,5,
78197,,1,
78198,,1,
78199,,4,
78200,,13,
78202,,2,
78205,,4,
78206,,4,
78207,,3,
78209,,24,
78214,,9,
78216,,3,
78218,,4,
78221,,1,
78226,,11,
78227,,4,
78228,,13,
78234,,1,
78235,,3,
78237,,11,
78239,1,1,
78241,,19,
78243,,3,
78246,,11,
78247,,7,
78250,,3,
78254,,3,
78255,,2,
78256,,2,
78257,,2,
78259,,3,
78262,,9,
78264,,8,
78267,,2,
78272,,6,
78274,1,,
78276,,1,
78277,,2,
78278,,3,
78279,,2,
78284,,1,
78285,,2,
78286,,2,
78287,,20,
78288,1,10,
78289,,2,
78291,1,,
78292,,2,
78293,,1,
78294,,4,
78297,,2,
78299,,1,
78300,,2,
78301,,2,
78302,,11,
78303,,9,
78305,,15,
78307,,1,
78314,,1,
78316,,1,
78317,,1,
78321,1,,
78322,,1,
78326,,1,
78327,,2,
78330,,3,
78334,,5,
78335,,3,
78337,,2,
78338,,13,
78340,,2,
78342,,3,1
78343,,3,
78348,,2,
78349,1,11,
78353,,3,
78357,,5,
78360,,7,
78361,,4,
78364,2,4,
78365,,2,
78366,,2,
78367,,10,
78368,,36,
78370,,3,
78372,,2,
78373,,8,
78375,,13,
78376,,3,
78379,,1,
78381,,17,
78383,,1,1
78384,,7,
78385,,5,
78386,1,12,
78387,,4,
78390,,8,
78394,,7,
78396,,3,
78398,,20,
78400,,2,
78402,,7,
78405,,21,
78406,,1,
78409,,2,
78412,1,15,
78414,,6,
78415,,3,
78418,,2,1
78419,,3,
78421,,1,
78422,,2,
78424,,20,
78426,,1,
78430,,4,
78438,,5,
78447,,2,
78451,,13,
78452,,5,
78453,,1,
78456,,3,
78457,,4,
78461,,1,
78462,,2,
78464,,7,
78469,,1,
78470,,3,
78472,,3,
78473,,1,
78474,,19,
78475,,5,
78482,1,8,1
78487,,1,
78489,,1,
78490,,1,1
78492,,2,
78494,,25,
78496,,16,
78497,,2,
78499,,1,
78501,,2,
78504,,6,
78505,,14,
78506,,2,
78507,,2,
78512,,20,
78514,,4,
78515,,2,
78517,,1,
78518,,1,
78519,,4,
78520,,2,
78521,,18,
78526,1,,
78530,,3,
78531,,10,
78532,,2,
78534,,6,
78538,,1,
78540,,1,
78544,,2,
78547,1,,
78553,,1,
78554,,5,
78557,,22,1
78560,,2,
78561,,1,
78567,,5,
78572,,1,
78575,,9,
78577,,7,
78580,,5,1
78581,,5,
78582,,1,
78586,,33,
78588,,19,
78591,,4,
78592,,2,
78595,,5,
78597,,5,
78598,,1,
78599,1,,
78600,,8,
78603,,3,
78605,,3,
78611,,1,
78616,,2,
78617,,3,
78622,,5,
78624,,1,
78626,,3,
78627,,1,
78631,,24,
78632,,1,
78635,,5,1
78637,,12,
78638,,3,
78639,,2,
78640,,2,
78642,,3,
78643,,5,
78648,,1,
78650,,2,1
78651,,1,
78655,,1,
78660,,1,
78662,,2,
78675,,2,
78677,,2,
78679,,2,
78680,,4,
78682,,1,
78683,,2,
78684,,5,
78686,,12,
78688,,7,
78689,,2,
78691,,6,
78692,,5,
78694,,21,
78698,,7,
78699,,8,
78706,,1,
78709,,1,1
78711,,2,
78713,,2,
78714,2,1,2
78717,,7,
78718,,2,
78720,,2,
78721,,3,
78722,,3,
78723,,1,
78725,,6,
78736,,7,
78738,,1,
78739,,5,
78740,,2,
78741,,9,1
78742,,10,
78745,,1,
78746,,5,
78750,,1,
78753,,4,
78759,,5,
78762,,14,
78763,,3,
78765,,34,
78769,,,1
78770,,1,
78772,,1,
78773,,2,
78774,,8,
78776,,5,
78778,,1,
78780,,2,
78781,,4,
78784,,5,
78786,,1,
78788,,1,
78790,,8,
78792,,1,
78794,,1,
78796,,2,
78797,,9,
78798,2,4,
78801,,1,
78802,,1,
78804,,3,
78805,,,1
78808,,1,
78812,,3,
78813,,3,
78815,,6,
78817,,9,
78819,,35,
78820,,1,
78821,,3,
78822,,16,1
78826,,2,1
78827,,1,
78828,,4,
78829,,4,
78831,,1,
78836,,1,
78837,,1,
78838,,8,
78839,,5,
78842,,1,
78843,,1,
78848,,4,
78850,,4,
78851,,6,
78853,,2,
78860,,25,
78863,,3,
78864,,5,
78867,,6,1
78872,,1,
78874,,5,
78881,,6,
78882,,1,
78883,,1,
78884,,11,
78886,,23,
78888,,1,
78894,1,1,
78895,,4,
78896,,1,
78898,,2,
78900,,3,
78901,,2,1
78902,,2,1
78903,,1,
78905,2,10,
78906,,6,
78908,,1,
78910,,1,
78912,,2,
78919,,2,
78921,,1,
78925,,4,
78926,,3,
78927,,6,
78931,,4,
78933,,5,
78934,,5,1
78939,,1,
78941,,2,
78943,,4,
78944,,1,
78945,,9,
78947,,2,
78948,,1,
78950,,1,
78953,,3,
78955,,6,
78956,,1,
78957,,2,
78960,,2,1
78961,,1,
78964,,1,
78965,,8,
78966,,9,
78967,,3,
78971,,4,
78972,,1,
78976,,6,
78977,,1,
78980,,3,
78985,,2,
78986,1,,
78988,,1,
78990,2,6,1
78991,,10,
78994,,3,
78999,,5,
79000,,7,
79001,,4,
79002,,2,
79003,,3,
79005,,1,
79006,,2,
79007,,4,
79008,1,,
79009,1,23,
79010,,8,
79012,,3,
79014,,1,
79016,,29,
79020,,13,
79026,,1,
79027,,8,
79029,,4,
79034,,1,
79038,,11,
79040,,1,
79044,,5,
79045,,26,
79047,,2,
79049,,2,
79052,,1,
79054,,5,
79057,,2,
79058,,3,
79060,1,1,
79065,,2,
79068,,20,
79070,1,4,
79072,,1,
79073,,3,
79074,,1,
79075,,3,
79076,,6,
79079,,2,
79080,1,4,
79082,,3,
79088,,15,
79092,,4,
79095,,1,
79099,,3,
79106,,3,
79107,,2,
79109,,1,
79110,,3,
79111,,1,
79113,1,1,
79114,,1,
79115,,1,
79118,,6,
79119,,1,
79125,,11,
79126,,17,
79128,,3,
79129,,2,
79130,,1,
79131,,1,
79132,,1,
79134,,5,
79137,,5,
79139,,15,
79140,,1,
79143,,7,
79145,,14,
79146,,18,
79148,,1,
79151,,1,1
79152,,4,
79154,,1,
79155,,4,
79156,,13,
79158,,3,
79159,,6,
79161,,2,
79163,,4,
79165,,2,
79167,,11,
79168,,2,
79170,,20,
79173,,2,
79175,,12,
79176,,3,
79186,,9,
79187,,1,
79192,,1,
79199,,1,
79204,,2,
79207,,1,
79209,2,8,
79212,1,,
79213,,1,
79220,,6,
79227,,2,
79231,,5,
79233,,5,
79238,,5,
79239,,1,
79240,,38,1
79246,,4,
79256,,1,
79257,,3,
79259,,2,
79264,,3,
79269,,2,
79271,,1,
79275,,2,
79276,,6,
79277,,6,
79281,,1,
79282,1,,
79284,,8,
79287,,6,
79288,,2,
79290,1,16,
79292,,1,
79293,,1,
79296,,5,
79300,,1,
79305,,11,
79309,,5,
79312,,4,
79313,,5,
79316,,4,
79317,,7,
79322,,1,
79324,,3,
79326,1,14,
79329,,6,
79331,,9,
79334,,1,
79335,,1,
79340,,10,
79345,,5,
79348,,3,
79349,,4,
79351,,,1
79352,,7,
79355,,2,
79356,,2,
79358,1,4,
79359,,1,
79362,,52,
79363,,6,
79364,,,1
79366,,1,
79367,,2,
79368,,1,
79371,,2,
79372,,1,
79374,,7,
79375,,1,
79377,,4,
79385,,12,
79387,,2,
79390,1,,
79391,,25,
79392,,1,
79393,,2,
79394,,3,
79396,,8,
79397,,6,
79404,,1,
79405,,4,
79407,,8,
79409,,3,
79412,,1,
79413,,21,
79414,,15,3
79417,,17,
79418,,5,
79420,2,,
79421,,2,
79422,,5,1
79426,,6,
79428,,2,
79433,,11,
79438,,1,
79439,,28,
79441,,5,
79442,,1,
79443,,4,
79446,,13,
79448,,5,
79450,,7,
79451,,9,
79452,,2,
79454,,5,
79460,,7,
79461,,2,
79463,,2,
79464,,3,
79466,,1,
79467,,21,
79468,,3,
79469,,1,
79470,,1,
79471,,18,3
79481,,1,
79482,,6,
79483,,1,
79489,,1,
79494,,13,
79495,,1,1
79496,,1,
79497,,4,
79498,2,16,
79500,,4,
79501,,1,
79502,,7,
79504,2,10,
79505,,3,
79506,,4,
79511,,7,
79518,,4,1
79521,,1,
79523,,1,
79524,,6,
79527,,1,
79529,,2,
79531,,6,
79533,,12,
79535,,1,1
79536,,3,
79539,,2,
79542,1,,
79544,,1,
79551,,6,
79552,,10,
79553,,4,
79554,,3,
79555,,1,
79556,,2,
79557,,1,
79558,,,1
79560,,4,
79563,,1,
79566,,4,
79569,,6,
79570,,5,
79575,,8,2
79576,,3,
79578,,2,2
79579,,19,
79580,,15,
79582,,,1
79587,,3,
79591,,,1
79592,,1,1
79593,,2,
79595,,3,
79599,,6,
79600,,3,
79601,,,1
79602,,7,
79605,,3,
79607,,1,
79609,,3,
79611,,4,
79612,,16,
79614,,3,
79615,,4,
79622,,4,
79623,,3,
79624,,3,
79625,,7,
79627,1,,
79629,,2,
79632,,8,
79633,,4,
79634,,2,
79640,,12,
79642,,1,
79645,,3,
79649,,1,
79656,,1,
79659,,40,
79660,,5,
79663,,3,
79664,,1,
79667,8,47,
79675,,5,
79676,,2,
79678,,1,
79679,,7,
79680,1,,1
79681,,1,
79682,,2,
79685,,8,
79689,,1,
79691,,1,
79693,,1,
79694,,4,
79697,,2,
79703,,5,
79705,,15,
79707,,5,
79709,,4,
79710,,1,
79713,,29,
79724,,1,
79725,,6,
79726,,6,
79727,,1,
79729,,5,
79730,,1,
79732,,3,
79735,,1,1
79738,,3,
79740,,5,
79742,,4,
79743,,3,
79751,,2,
